1229, 1538, 310
8477, 9165, 689
12495, 13106, 612
13946, 14507, 562
14816, 15254, 439
15282, 15617, 336
16888, 17719, 832
17863, 18285, 423
18355, 18908, 554
19122, 19662, 541
20066, 20879, 814
21567, 21983, 417
23580, 23982, 403
24067, 24464, 398
24660, 24969, 310
25273, 25703, 431
26155, 26716, 562
27367, 27994, 628
34245, 34758, 514
35206, 35641, 436
37725, 38136, 412
67799, 68730, 932
92013, 92365, 353
93115, 93469, 355
